correlation_spearman_esm_unit,p_value_spearman_esm_unit,go_aspect,go_thr,train_data_split,denom,tokenizer_col,tokenizer,vocab_size,token_len_thr,topic_model,max_df,min_df,top_n,top_n_strat,normal_random,epoch,lambda_smooth,alpha,beta,theta
0.5004696795741572,1.87558044002815e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.005 51200,PUMA blosum45 0.7 0.005,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6759419684792821,4.741911178849423e-10,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.005 51200,PUMA blosum45 0.7 0.005,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.3936749817346833,0.001074490997746382,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 800,PUMA blosum45 0.7 0,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.3936749817346833,0.001074490997746382,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 800,PUMA blosum45 0.7 0,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5276067216365724,5.311947060146012e-06,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 1600,PUMA blosum45 0.7 0,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.47842605156038004,4.84289897892996e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 1600,PUMA blosum45 0.7 0,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6372821208642105,8.746358365447557e-09,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 3200,PUMA blosum45 0.7 0,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6886337543053961,1.6518414125476573e-10,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 3200,PUMA blosum45 0.7 0,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6464669658699511,4.542818703139362e-09,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 6400,PUMA blosum45 0.7 0,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7176077653689596,1.2026103583615325e-11,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 6400,PUMA blosum45 0.7 0,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5749086734161362,4.4534776611869975e-07,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 12800,PUMA blosum45 0.7 0,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7455380440455068,6.938104078418698e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 12800,PUMA blosum45 0.7 0,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5426364680096024,2.5169428777019828e-06,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 25600,PUMA blosum45 0.7 0,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7285460807848868,4.1032057196713936e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 25600,PUMA blosum45 0.7 0,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.4968374908673417,2.2028365218851255e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 51200,PUMA blosum45 0.7 0,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.685419058553387,2.168430813200045e-10,molecular_function,100,undersample,1,PUMA blosum45 0.7 0 51200,PUMA blosum45 0.7 0,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5962843127022233,1.2718207277754462e-07,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 800,PUMA blosum45 0.7 0.1,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.5962843127022233,1.2718207277754462e-07,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 800,PUMA blosum45 0.7 0.1,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.736394948335247,1.8362102014744345e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 1600,PUMA blosum45 0.7 0.1,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7338899906064087,2.380675671949093e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 1600,PUMA blosum45 0.7 0.1,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6919736979438473,1.2404300413929602e-10,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 3200,PUMA blosum45 0.7 0.1,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7399436384511013,1.2646128360592905e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 3200,PUMA blosum45 0.7 0.1,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5973697943847198,1.1904909736555841e-07,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 6400,PUMA blosum45 0.7 0.1,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7553073791879763,2.340857965705515e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 6400,PUMA blosum45 0.7 0.1,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5546185158125457,1.3514478153956447e-06,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 12800,PUMA blosum45 0.7 0.1,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7561423650975891,2.1282577385573484e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 12800,PUMA blosum45 0.7 0.1,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.4929548063876423,2.6108006394939308e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 25600,PUMA blosum45 0.7 0.1,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7144348189124309,1.6275204868995757e-11,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 25600,PUMA blosum45 0.7 0.1,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.46406429391504017,8.683893019759112e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 51200,PUMA blosum45 0.7 0.1,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.650057405281286,3.4953365413400536e-09,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.1 51200,PUMA blosum45 0.7 0.1,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.642876526458616,5.884007907908226e-09,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 800,PUMA blosum45 0.7 0.2,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.642876526458616,5.884007907908226e-09,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 800,PUMA blosum45 0.7 0.2,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.7472915144556938,5.729668547568666e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 1600,PUMA blosum45 0.7 0.2,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7453710468635844,7.065143524985084e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 1600,PUMA blosum45 0.7 0.2,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.7113871203423444,2.1681386679191027e-11,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 3200,PUMA blosum45 0.7 0.2,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7387329088821627,1.4371729776322663e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 3200,PUMA blosum45 0.7 0.2,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6117315520300596,4.850509114980109e-08,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 6400,PUMA blosum45 0.7 0.2,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7547228890512474,2.5016278324453855e-13,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 6400,PUMA blosum45 0.7 0.2,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5413422398497026,2.6879734059425146e-06,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 12800,PUMA blosum45 0.7 0.2,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7288383258532514,3.9841712069548565e-12,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 12800,PUMA blosum45 0.7 0.2,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5031833837803988,1.6612324202712527e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 25600,PUMA blosum45 0.7 0.2,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6809101346414781,3.157839757375174e-10,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 25600,PUMA blosum45 0.7 0.2,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.48280972758584706,4.031043842083483e-05,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 51200,PUMA blosum45 0.7 0.2,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6288487631771215,1.566285593842556e-08,molecular_function,100,undersample,1,PUMA blosum45 0.7 0.2 51200,PUMA blosum45 0.7 0.2,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6069721323452668,6.563751223167669e-08,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 800,PUMA blosum45 0.8 0.05,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6583237657864526,1.88616591969023e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 800,PUMA blosum45 0.8 0.05,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.7070034443168772,3.2544277559629385e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 1600,PUMA blosum45 0.8 0.05,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7335977455380441,2.4534396468557123e-12,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 1600,PUMA blosum45 0.8 0.05,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6227951153324288,2.3543834835986485e-08,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 3200,PUMA blosum45 0.8 0.05,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6811606304143618,3.0931193811344985e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 3200,PUMA blosum45 0.8 0.05,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5237657864523537,6.392711206196844e-06,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 6400,PUMA blosum45 0.8 0.05,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7037887485648681,4.3630849789282e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 6400,PUMA blosum45 0.8 0.05,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.4914100824548587,2.7917960245779955e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 12800,PUMA blosum45 0.8 0.05,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7026197682914103,4.849237100942917e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 12800,PUMA blosum45 0.8 0.05,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.46777998121281705,7.484774829323262e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 25600,PUMA blosum45 0.8 0.05,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6457154785512996,4.796917854393573e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 25600,PUMA blosum45 0.8 0.05,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.42845214487005534,0.00033195186030015434,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 51200,PUMA blosum45 0.8 0.05,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.592025884563198,1.6443763206417542e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.05 51200,PUMA blosum45 0.8 0.05,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5352050934140488,3.6577267434068814e-06,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 800,PUMA blosum45 0.8 0.005,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6871307796680932,1.8767562654897882e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 800,PUMA blosum45 0.8 0.005,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6685940924746895,8.529840302473806e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 1600,PUMA blosum45 0.8 0.005,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7157707963678114,1.4335596167571875e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 1600,PUMA blosum45 0.8 0.005,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6236301012420415,2.226832122960171e-08,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 3200,PUMA blosum45 0.8 0.005,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6779459346623528,4.028521435086226e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 3200,PUMA blosum45 0.8 0.005,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5767456424172843,4.012726953006376e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 6400,PUMA blosum45 0.8 0.005,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7354764638346728,2.0203266597744777e-12,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 6400,PUMA blosum45 0.8 0.005,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5037678739171277,1.6181533192713634e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 12800,PUMA blosum45 0.8 0.005,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7169397766412692,1.2821423884097464e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 12800,PUMA blosum45 0.8 0.005,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.49124308527293603,2.8120452947248124e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 25600,PUMA blosum45 0.8 0.005,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6523953658282017,2.941364245498377e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 25600,PUMA blosum45 0.8 0.005,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.44193716731030164,0.00020325984624313464,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 51200,PUMA blosum45 0.8 0.005,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.5944890929965557,1.4179441707139718e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.005 51200,PUMA blosum45 0.8 0.005,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5880597014925374,2.0820132929532145e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 800,PUMA blosum45 0.8 0,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6628326896983614,1.3363542318685785e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 800,PUMA blosum45 0.8 0,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6750234839787079,5.10767636729441e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 1600,PUMA blosum45 0.8 0,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7260411230560485,5.272790568763034e-12,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 1600,PUMA blosum45 0.8 0,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6407473123891035,6.8486768745729645e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 3200,PUMA blosum45 0.8 0,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6933514246947083,1.1009600787015766e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 3200,PUMA blosum45 0.8 0,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5783321156455485,3.665462152702945e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 6400,PUMA blosum45 0.8 0,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7322200187871831,2.8260911248675768e-12,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 6400,PUMA blosum45 0.8 0,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5047281077131824,1.5496298649189524e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 12800,PUMA blosum45 0.8 0,12800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7144765682079116,1.621096924312492e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 12800,PUMA blosum45 0.8 0,12800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.4939567894791776,2.4992883595871845e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 25600,PUMA blosum45 0.8 0,25600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6555683122847303,2.321666834728274e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 25600,PUMA blosum45 0.8 0,25600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.4431061475837596,0.00019460962135745143,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 51200,PUMA blosum45 0.8 0,51200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.595157081724246,1.3618134241242192e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0 51200,PUMA blosum45 0.8 0,51200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.6543575827157918,2.5418489526501303e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 800,PUMA blosum45 0.8 0.1,800,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6423755349128485,6.09863964251317e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 800,PUMA blosum45 0.8 0.1,800,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.662540444629997,1.3667808345762916e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 1600,PUMA blosum45 0.8 0.1,1600,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.6750234839787079,5.10767636729441e-10,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 1600,PUMA blosum45 0.8 0.1,1600,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5840935184218767,2.627885497425314e-07,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 3200,PUMA blosum45 0.8 0.1,3200,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.643586264481787,5.592186233931925e-09,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 3200,PUMA blosum45 0.8 0.1,3200,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
0.5008036739380023,1.8478769729373686e-05,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 6400,PUMA blosum45 0.8 0.1,6400,1,standard,0.9,1,1,all,normal,0,0.5,1,3,2
0.7002400584490137,6.003335259997669e-11,molecular_function,100,undersample,1,PUMA blosum45 0.8 0.1 6400,PUMA blosum45 0.8 0.1,6400,1,graph_aware,0.9,1,1,all,normal,0,0.5,1,3,2
